AADACL3	0.627041701
AADACL4	0.343369476
ABCA4	2.664998103
ABCB10	-0.419046711
ABCD3	-0.421720848
ABL2	-1.521053949
ACADM	-0.233500143
ACAP3	-1.063232323
ACBD3	0.013270287
ACBD6	-0.667434129
ACKR1	-0.29169617
ACOT11	1.987946699
ACOT7	-1.05833253
ACP6	0.887907482
ACTA1	-0.697115021
ACTL8	0.290877662
ACTN2	-0.146695296
ACTRT2	0.044106666
ADAM15	0.730966732
ADAM30	-1.119476294
ADAMTS4	1.145496375
ADAMTSL4	2.477810473
ADAR	-2.300496086
ADCY10	-0.022546828
ADGRB2	-0.996584755
ADGRL2	-1.420624376
ADGRL4	-0.348284597
ADIPOR1	-0.856824196
ADORA1	-0.167375825
ADORA3	0.266904369
ADPRHL2	-0.681870195
ADSS	-0.718768657
AGL	-0.15071169
AGMAT	0.287045613
AGO1	-1.584305524
AGO3	-0.924463505
AGO4	-1.711330089
AGRN	2.596397034
AGT	1.173560856
AGTRAP	0.48819236
AHCTF1	-0.436235035
AHCYL1	-0.57920186
AHDC1	-2.13539521
AIDA	-0.382246495
AIM2	-0.052143622
AJAP1	0.588987632
AK2	0.855557739
AK4	-0.194024898
AK5	-1.089882582
AKIRIN1	-0.089844049
AKNAD1	1.035953955
AKR1A1	0.169942185
AKR7A2	1.403612339
AKR7A3	1.243884954
AKT3	-0.551844181
ALDH4A1	0.763222113
ALDH9A1	0.64495599
ALG14	0.110588093
ALG6	0.229652393
ALPL	-0.819472445
ALX3	-0.278419742
AMIGO1	-0.653351105
AMPD1	0.168165025
AMPD2	-1.934559365
AMY2B	0.459406585
ANGEL2	-0.370387723
ANGPTL1	-0.099642749
ANGPTL3	0.012914643
ANGPTL7	0.201134163
ANKRD13C	-0.774646246
ANKRD34A	-0.910026582
ANKRD35	1.503836764
ANKRD45	0.206035577
ANP32E	-0.226732495
ANXA9	1.338188839
AP4B1	-0.337233807
APCS	-0.059006634
APH1A	-0.290987434
APITD1-CORT	-0.184132086
APOA2	-0.038510812
APOBEC4	0.682922499
AQP10	-0.362460416
ARF1	-0.217999927
ARHGAP29	-0.241342159
ARHGAP30	0.352298305
ARHGEF10L	-0.371732894
ARHGEF11	-1.02354194
ARHGEF16	0.823291119
ARHGEF19	0.157467824
ARHGEF2	-1.398636915
ARID1A	-3.419076905
ARID4B	-1.571663883
ARL8A	-0.217999927
ARNT	-0.788278875
ARPC5	-0.095547738
ARV1	-0.312641743
ASAP3	-0.460043006
ASB17	-0.027814329
ASH1L	-4.659397652
ASPM	0.554859315
ASTN1	-0.377436869
ATAD3A	0.368147582
ATAD3B	2.437685436
ATAD3C	2.838222067
ATF3	0.001059469
ATF6	-0.356662015
ATG4C	0.889065304
ATP13A2	-0.346244929
ATP1A1	-1.64590023
ATP1A2	-1.607839426
ATP1A4	1.385209247
ATP1B1	-0.191350301
ATP2B4	-0.649353294
ATP5F1	-0.381085877
ATP6V0B	-0.375028505
ATP6V1G3	0.505662737
ATP8B2	-1.06807311
ATPAF1	-0.048758747
ATPIF1	-0.085655037
ATXN7L2	-0.932394324
AUNIP	0.30683015
AURKAIP1	0.1505138
AVPR1B	0.374561722
AXDND1	0.361382649
AZIN2	0.244892465
B3GALNT2	-0.170760257
B3GALT2	-0.649161609
B4GALT2	-0.489810394
B4GALT3	-0.30310347
BARHL2	-0.700496007
BATF3	-0.009992313
BCAN	-0.025759337
BCAR3	0.865995767
BCAS2	-0.544626314
BCL10	0.125025426
BCL2L15	-0.1099844
BCL9	-0.965718119
BEND5	-0.519135815
BEST4	-0.389464511
BGLAP	0.471439519
